Time,Latitude,Longitude,Depth/Km,Magnitude
08:19.0,42.8575,13.075,11.3,3
11:58.7,42.803,13.1123,10.1,2
18:31.0,42.6553,13.3142,7.8,3.1
24:04.4,43.0093,13.1517,9.3,2.4
25:05.2,42.707,13.2107,9.9,2
25:38.9,42.927,13.2083,7.7,2
30:12.0,42.8008,12.8895,10.7,2.2
31:32.9,42.808,13.0668,10.7,2.1
33:20.4,42.9648,13.1175,11.6,2.1
40:34.9,43.0177,13.0697,9.2,2.4
45:26.4,42.8257,13.1968,12.4,2.7
46:02.8,42.7972,13.1823,9.5,2.8
46:29.0,43.0247,13.0647,9.9,3.1
55:49.1,42.684,13.2778,10.9,2.3
00:52.0,42.7292,13.1562,13.5,2.5
01:47.2,42.8813,13.2387,9.6,2.4
08:32.2,42.9,13.0668,12.4,2.2
09:22.5,43.022,13.0513,10.5,2.1
10:25.3,42.7533,13.1957,8.2,2.1
11:41.1,42.8972,13.1713,9.2,2
13:02.5,42.8833,13.055,10.3,2
22:08.3,42.8773,13.0307,10.7,2
26:55.3,43.0438,13.0892,8.8,2.8
31:01.0,42.9973,13.091,9.6,2.3
31:54.1,43.0288,13.0638,10.4,2.4
36:20.0,42.9492,13.072,10.2,2.1
38:32.7,42.9702,13.1492,10.5,3.2
40:36.7,42.9015,13.106,10.3,2
45:55.4,42.8278,13.0857,10.5,2.1
57:06.5,42.8407,13.1117,11.1,2
00:46.1,42.723,13.2465,11.5,2.7
02:26.3,42.7732,13.0563,10.7,2.1
04:21.1,42.7485,13.1938,10.4,2.1
10:57.8,42.9023,13.1713,14.6,2.3
11:43.3,42.901,13.1217,10.3,2.4
13:16.8,42.774,13.169,10.1,2.2
24:43.3,42.9235,12.9825,11.4,2.2
29:57.2,42.7837,13.1502,11.8,2
31:59.2,42.8087,13.1485,9.2,2.2
32:52.3,42.9003,13.0738,11.1,2.2
46:39.2,42.7022,13.1842,14.6,2
47:59.9,43.0078,13.064,7.6,2.6
49:30.0,43.0512,13.0972,9.6,2.3
53:55.0,42.6972,13.1702,10,2.4
02:30.9,42.7343,13.1837,12.1,2
03:48.3,42.8803,13.1728,13,2.3
04:41.0,42.799,13.1263,10.3,2.3
11:04.5,42.7385,13.145,9.5,2
17:00.4,42.7863,13.1533,10.1,2.1
22:25.3,42.8343,13.0378,9.8,2.5
23:36.2,42.8973,13.1613,9.2,2
30:48.2,42.8257,13.0433,9.9,2.8
31:01.8,42.9433,13.1987,6.5,2.8
36:48.2,42.7755,13.1767,9.7,2.7
41:14.4,42.8338,13.164,10.2,2.1
46:32.8,42.7368,13.1877,10.6,2.3
51:46.6,42.8182,13.1078,9.4,2.3
52:22.9,42.8207,13.2825,9.5,2.3
59:56.9,42.8928,13.0125,9.9,2
01:02.0,42.9132,13.1177,10.2,2
03:24.1,42.8705,13.2113,9,2.1
09:55.5,42.8348,13.0893,9,2.1
13:29.1,42.9932,13.0607,10.8,2.6
14:09.0,42.5092,13.2872,13.6,2.5
15:49.3,42.7335,13.167,11.2,2.3
17:57.7,42.7092,13.1863,8.7,2.2
18:35.1,42.4987,13.288,13.7,2.3
25:43.7,42.9238,13.1415,9.6,2.5
29:51.5,42.8763,13.0813,10.7,2
35:05.6,42.8777,13.088,12.5,2.1
37:26.0,43.062,13.0897,9.9,2.4
43:02.2,42.8692,13.1778,7.6,2.5
44:26.9,43.079,13.0747,9,2.4
49:09.8,42.9393,13.0253,11.6,2
54:13.6,42.8858,13.2048,7.9,2.6
59:03.8,42.8773,13.0535,11.6,2.1
15:01.0,42.7127,13.2145,10.1,2
20:02.2,42.7332,13.1437,11.2,2.8
21:30.1,42.7758,13.2473,11.3,2.8
24:13.1,42.7667,13.2628,10.7,2.4
24:26.3,42.8913,13.2078,8.7,2.8
25:46.6,42.8822,13.0603,10.3,2.1
51:02.2,42.822,13.0648,13.4,2
00:12.9,42.8763,13.0618,9,2.4
03:28.3,42.9378,13.2103,9.4,2.4
05:03.1,42.823,13.2825,11.1,2.1
23:40.5,42.9777,13.1225,9.4,2.3
24:28.7,42.6922,13.2417,10.7,2.4
26:54.3,42.7252,13.2368,14,2
28:40.5,43.0152,13.0597,9.9,2.1
36:58.8,42.7222,13.234,9.9,2.2
39:07.7,42.8338,13.121,9.8,3.4
41:04.6,42.8088,13.1168,10,2.3
42:52.4,42.8663,13.1498,10.1,2.8
45:37.3,42.7478,13.1868,10.2,2.7
47:36.0,42.7505,13.2627,9.8,2.4
52:28.3,42.725,13.2567,12.8,2.4
56:32.9,42.879,13.0225,10.7,2.1
03:03.8,42.8197,13.2972,10,2.1
04:06.6,42.6682,13.2173,13.5,2.1
08:06.3,42.7927,13.1588,10.1,2.1
11:18.8,42.8983,13.0213,11,2.2
16:45.7,42.9353,13.2213,10.9,2.6
17:25.9,42.8877,13.1562,9.5,2
25:57.3,42.6703,13.1498,11.9,2.3
29:57.5,42.7832,13.1495,10,2.7
47:24.3,42.8012,13.1337,10.3,2
48:48.4,43.0692,13.0807,6.1,2
53:18.1,42.7137,13.162,13.7,2.2
57:04.7,42.9497,13.1493,9.9,2.5
59:03.1,42.871,13.0613,10.4,2.1
00:59.0,42.9222,13.1535,8.6,2.9
03:28.7,43.0187,13.0572,10.3,2.4
06:41.4,42.8802,13.1618,11,2
10:46.4,42.8418,13.081,10.6,2
13:07.4,42.7292,13.2542,12.2,2.6
13:44.4,42.7083,13.2062,12.2,2.4
23:14.2,43.0245,13.064,8.9,2.1
26:20.5,42.726,13.2562,11.5,2.1
27:57.5,43.0313,13.07,7.7,2.2
28:57.4,42.8527,13.1187,8.9,2.6
33:03.0,43.0258,13.0668,7.4,2.1
36:04.8,42.7462,13.1863,10.1,2.9
48:57.2,43.0305,13.0708,7.7,2.3
49:35.4,42.7788,13.155,10.9,2.2
51:10.7,42.8013,13.1323,10.8,2.3
53:18.2,43.0765,13.0777,7.8,2.3
58:02.8,42.832,13.0798,11.1,2
02:46.0,42.8988,13.1953,9.7,2.5
12:42.6,42.9073,13.1938,9.3,2
14:13.2,42.7822,13.2057,9.9,3.3
22:11.5,42.9545,13.1463,8.8,2.4
26:06.7,42.7475,13.1953,9.6,2.3
28:21.8,42.773,13.2505,19.2,2
40:16.0,42.8373,13.1662,11,2.2
43:48.6,42.9043,13.1933,10.7,2.4
46:56.6,42.7017,13.2017,11.3,2
51:09.3,42.7362,13.1673,11.1,2.6
54:39.0,42.8078,13.1003,10.3,2.4
02:39.0,42.7753,13.2527,15.9,2.4
06:20.5,42.8975,13.1927,9.3,2.4
08:54.9,42.7787,13.0628,10.7,2
13:29.3,42.8562,13.0287,10.1,2.3
27:20.1,42.8092,13.1667,9.6,2.2
46:47.2,42.7757,13.0602,10.9,2.4
53:09.4,42.7985,13.1688,8.3,2
54:35.6,42.7713,13.2435,11.1,2.3
59:17.7,42.9093,13.2198,8.9,3.5
05:44.5,42.7108,13.2692,11.3,2.9
10:53.3,42.7588,13.2398,11.1,2.1
12:06.7,42.9603,13.0993,10.1,2
14:49.8,42.9322,13.1748,14.1,2.4
22:20.0,42.9222,13.2025,8.9,3.4
43:01.4,42.8347,13.0813,15.2,2.1
44:22.4,43.0143,13.0735,8.8,2.4
48:00.0,42.7152,13.2797,12.3,2.4
49:32.2,43.0062,13.1032,9.2,2.4
54:26.6,42.727,13.3843,13.6,2
55:34.9,42.7633,13.2047,11,2.3
03:34.8,42.7677,13.0577,10.6,2.1
04:41.6,42.7678,13.1747,10.6,2.1
08:27.5,42.9152,13.1712,9.9,2.3
09:07.5,42.8815,13.0665,9.8,2
10:45.6,42.693,13.178,13.6,3.7
12:59.8,42.7967,13.1467,9.9,2.4
15:45.4,42.689,13.1683,14.2,2.4
16:41.7,42.9012,13.1718,8.3,2.8
18:09.1,42.6975,13.1768,10.3,2.2
19:27.5,42.691,13.1792,11.7,2.2
21:12.2,42.9482,13.1332,8.7,2
21:57.2,42.9138,13.1108,10.8,2.4
22:16.7,42.6818,13.1463,12.1,2.5
32:13.7,42.6845,13.1873,12.4,2.3
34:39.0,42.912,13.1067,10.5,2
35:57.1,42.6862,13.1825,12.7,2.1
38:03.6,42.8155,13.0543,10.8,2.3
53:38.7,42.8005,13.1372,15.6,2.2
55:19.2,42.9233,13.1508,9,2.1
59:01.9,42.6823,13.1672,12.5,2.2
05:23.5,42.6968,13.1447,11,2.3
07:32.4,42.7733,13.1033,7.6,2.2
10:08.5,42.6942,13.1708,12.5,2.4
12:54.2,42.6368,13.2128,13.3,2.9
14:52.9,42.7725,13.1827,10.9,2.2
15:52.1,42.7802,13.1072,10.4,2.3
16:28.0,43.0068,13.0995,8.3,2.3
22:11.5,42.6867,13.1832,12.8,2
26:45.0,43.0207,13.1192,8.7,2.3
27:21.3,43.0095,13.1288,8.7,2.4
29:54.0,42.9292,13.2312,9.9,2.4
41:29.8,42.9938,13.0763,8.7,3.5
44:41.1,42.8252,13.0683,10.3,2.5
07:24.6,42.8778,13.1753,8.5,2.3
11:31.5,42.7952,13.0397,10.3,2
14:02.2,42.8742,13.0632,12.1,2
16:47.8,42.7238,13.2027,11,2.2
19:25.7,43.0413,13.1068,10.4,2.2
28:10.8,42.694,13.2783,12.3,2
32:06.4,42.9442,13.1515,10.7,2.3
35:58.1,42.6897,13.1827,13.9,2
38:57.7,43.0152,13.0468,10.5,2.8
41:36.0,42.8752,13.0605,10.9,2
47:27.1,42.7803,13.1057,10.6,2.6
52:16.4,42.6823,13.1817,11.8,2
56:33.9,42.832,13.1342,10.9,2.1
05:16.2,42.9703,13.1193,9.6,2
09:23.6,42.7103,13.2612,12.3,2
09:42.8,42.9213,13.1542,8.7,2.4
15:39.9,42.804,13.1437,10.4,2.4
18:06.3,42.7015,13.1715,12.7,2.3
18:18.9,43.0687,13.0638,10,2.5
20:14.2,42.7302,13.1325,14.6,2.4
22:51.4,42.6938,13.1658,10.6,2.7
46:24.8,42.799,13.1138,10.1,2.3
50:17.3,43.0582,13.0817,8.7,2.4
57:10.0,43.0283,13.0683,9.4,2.2
01:44.6,42.8878,13.0803,10.1,2.4
02:28.8,42.7877,13.152,11,2.2
12:23.5,42.8303,13.1143,9.1,2.2
14:07.6,42.8118,13.1698,10.8,2.2
18:04.5,42.6358,13.2672,13.5,2.4
26:34.8,43.0347,13.0648,9.4,3.2
32:50.7,42.8202,13.0628,9.9,2.6
45:10.0,42.8233,13.2335,13.1,2.8
51:28.0,42.9197,13.1527,9.6,2.2
53:03.4,42.8275,13.2402,13.9,2
53:36.5,42.7757,13.1187,10.1,2.1
02:12.8,42.6878,13.2038,13.2,2.1
06:11.2,42.8103,13.1232,11.1,2
07:50.9,43.0385,13.0987,8.5,2
24:09.4,43.04,13.1055,9.3,2
29:08.8,43.0358,13.1033,10.1,2
31:49.8,42.9682,13.024,8.7,2.3
39:35.9,42.804,13.1285,10.6,2.9
48:21.5,42.7673,13.1762,10.3,2.1
52:28.9,42.9178,13.202,9,2.1
54:04.4,42.9692,13.1207,8.6,2
04:30.4,42.7815,13.1903,10.7,2.7
09:38.6,42.9583,13.0498,8.8,2.4
16:39.9,43.0163,13.0538,10.2,3.2
20:46.4,42.6978,13.17,12.4,2.4
24:59.9,42.7117,13.2777,13,2
34:23.9,42.6672,13.1745,12.5,2.9
35:24.8,42.8962,13.1488,9.1,2.5
38:35.2,42.8978,13.0417,12.2,2
40:40.4,42.8003,13.0967,11,2.4
43:48.2,42.7407,13.1767,8.9,2.2
44:43.9,42.738,13.2355,10.9,2
47:38.2,42.7285,13.2162,10.5,2.2
56:27.2,42.7553,13.1102,10.9,2
57:12.0,43.0437,13.0973,8.4,2.2
00:23.6,42.6687,13.2045,13.6,2.1
13:51.5,42.9337,13.2147,9.7,2.3
15:46.7,42.8912,13.1288,9.2,2.1
18:58.0,42.8132,13.1292,11.1,2.1
24:31.5,42.9868,13.0593,9.8,2.1
29:26.1,42.8902,13.2028,8.2,2.7
30:12.4,42.7035,13.156,10,2.7
32:40.5,42.7935,13.1102,10.5,3.7
34:46.5,42.9973,13.083,9.2,2.1
38:27.3,43.0498,13.0962,9.5,2.4
40:26.9,42.8922,13.0258,10.8,2.3
45:14.4,42.9457,13.207,8.7,2.5
45:48.2,43.0658,13.0948,8.9,2.3
47:13.6,42.8667,13.0562,10.1,2.8
50:31.4,42.7707,13.087,11.3,2
52:06.5,42.8053,13.1317,10.5,2.1
55:51.3,42.7378,13.1553,10.5,2.3
02:38.7,42.8858,13.0657,11,2.1
05:16.4,42.8663,13.2133,10.6,2
09:19.4,42.8317,13.0505,10.2,2.1
10:04.4,42.9187,13.2005,6.6,2
10:24.9,42.7577,13.0543,10.7,3.4
11:25.2,42.8933,13.0353,9.9,2
11:59.9,42.8232,13.0817,11.1,2
17:50.2,43.0082,13.0668,10.1,2
24:23.1,42.7343,13.193,7.6,2.1
37:26.5,42.7675,13.1873,10.2,2.5
38:59.3,42.8008,13.1362,9.7,2.1
44:06.5,42.8422,13.0367,9.8,2
55:49.5,42.7967,13.12,10.8,2.2
57:38.7,42.8377,13.0352,9.9,2.3
06:02.1,43.0105,13.0668,9.5,2
13:44.2,42.9862,13.0398,7.9,2.5
19:11.0,42.7205,13.1842,10,2
20:09.3,43.0247,13.0832,10.7,2.1
21:42.2,42.8967,13.165,8.1,2.5
22:10.7,42.9008,13.1238,10.9,2.9
25:59.1,42.8345,13.037,9.4,2.7
32:28.2,42.8063,13.0863,9.9,2
48:18.3,42.9158,13.153,8,2.4
53:36.9,42.8025,13.1387,10.1,2.9
55:53.5,42.7447,13.2032,10.4,2.7
00:18.7,42.8823,13.1042,9.3,2
01:25.7,42.7352,13.1607,9.4,2.2
01:55.2,42.9222,13.0468,10.6,2.1
06:20.6,42.7978,13.1925,9.1,2.3
24:35.6,42.8657,13.0988,10.2,3.4
26:04.8,42.7662,13.156,10.1,2.2
26:41.8,42.8662,13.1028,10.3,2.3
55:30.2,42.883,13.0723,9.6,2.1
58:14.9,43.0448,13.0455,8.5,2.5
03:33.9,42.9002,13.071,11,2.2
04:14.4,42.9722,13.1207,8.6,2.1
17:32.0,42.8708,13.0703,10.3,3.2
20:13.3,42.8583,13.0722,10.3,2.3
25:45.5,42.8452,13.048,9.9,2.1
26:45.8,43.0052,13.1097,6.8,2
41:27.1,42.7627,13.1702,8,3.1
44:03.8,42.8578,13.0747,10.4,2.2
48:33.9,43.009,13.091,10.4,2.2
48:57.4,42.7033,13.1563,10.7,2.1
50:02.1,42.9087,13.0325,11.7,2
04:38.1,42.9312,13.1727,11.1,2
08:25.5,42.9603,13.0388,10.3,2.1
12:27.5,42.7603,13.1798,10.5,2.5
23:13.5,42.8608,13.1752,10.6,2.4
30:38.0,43.0525,13.0582,9.9,2.1
32:09.5,43.0042,13.0745,8.8,3.2
33:00.9,42.9073,13.2152,9.1,3
34:16.2,42.9027,13.2208,8.5,2.8
36:50.5,42.9073,13.217,7.2,2.5
39:05.6,42.8923,13.1793,10.9,2.6
41:28.6,42.8353,13.0885,13.6,2.7
44:55.9,42.8918,13.1777,10.4,2
52:15.7,42.9012,13.1222,10,2
08:43.9,42.6768,13.2072,12.8,3.1
16:17.2,42.9102,13.1942,6.7,2
19:30.6,42.913,13.1785,8.4,2.5
29:14.7,42.9303,13.0393,11.1,2.9
39:43.3,43.028,13.0922,9.2,2.1
42:31.6,42.8248,13.1732,12.7,2.5
42:48.4,42.9358,13.0433,11.2,2.2
51:50.1,42.9355,13.1858,5.7,2
09:59.4,42.94,13.2142,8,2
18:12.8,42.822,13.0868,10.8,2.3
22:14.8,42.78,13.1442,9.5,2
25:26.0,42.7877,13.1023,12.8,2.8
33:03.2,42.871,13.1093,8.3,2.6
42:50.8,42.9958,13.4922,29.2,2
44:43.2,42.7337,13.224,12.6,2
47:29.9,42.8357,13.0812,6.6,2.4
47:54.8,42.7965,13.0863,10.3,2.8
48:34.8,43.0608,13.086,7.8,2.3
51:10.2,43.0467,13.0653,9.6,2.3
58:59.6,42.9423,13.2112,7.7,2
00:35.7,43.055,13.0778,10.4,2
02:38.6,42.9408,13.2002,8.1,2.4
06:02.1,42.7038,13.1852,9.9,2.1
21:55.8,42.996,13.1273,8.8,2.5
22:55.0,42.8885,13.1898,11,2.2
29:17.3,42.7708,13.0813,10,2
29:54.1,42.8987,13.1647,9.3,3
32:51.8,42.6957,13.232,11.7,2.5
33:26.2,43.0088,13.0678,5.3,2.3
35:08.6,42.9292,13.0457,10.8,2
52:37.2,42.8383,13.0585,8.6,2.2
04:29.8,42.9328,13.1448,9.3,2.2
08:39.8,42.7247,13.2093,11.7,2.2
12:49.2,42.8125,13.1337,7.4,2.3
19:17.8,42.8687,13.0987,10.7,2.7
34:17.1,42.9112,13.1897,9.5,2.3
35:51.0,43.038,13.0622,9,2
37:00.3,42.7912,13.1425,10.7,2.3
39:13.1,42.8228,13.2127,12.6,2.1
41:00.6,42.7712,13.2075,9.2,2.2
43:52.6,42.8983,13.1737,11,2
04:05.6,42.9492,13.2198,8.9,2.5
11:55.4,42.7798,13.1502,9,2.6
13:11.8,42.7855,13.1443,9.2,3
20:17.7,43.0042,13.0573,5.3,2.1
27:49.4,42.9032,13.1333,9.1,2.4
30:29.2,42.9127,13.0413,11,2.3
30:34.5,43.0453,13.047,8.7,2
38:52.6,42.7677,13.2013,14.3,2
41:04.8,42.9297,13.041,10.9,2.4
44:08.7,42.6812,13.2247,14,2
45:53.4,42.5718,13.2382,10.8,2
52:46.5,42.915,13.1117,11.2,2.1
57:49.6,42.805,13.1988,9.1,2
08:06.6,42.696,13.3287,13.6,2
10:23.5,42.924,13.2092,10.5,2
30:19.7,42.9437,13.1578,9.4,2.4
31:17.8,42.6848,13.2847,9.8,2
32:50.8,42.8135,13.1225,10.4,2.5
33:51.5,42.7253,13.2057,9.7,2.4
37:50.9,43.0027,13.0613,6.8,2.4
44:51.7,42.8838,13.0657,10.2,2.4
54:29.2,42.8812,13.077,10.6,2.4
05:39.7,42.8128,13.0743,10,2.1
13:28.3,42.9203,13.2107,11,2.6
24:41.2,42.6515,13.2475,10,2
31:31.8,42.8968,13.2063,9.4,2.1
34:03.5,42.9488,13.2065,9.1,2.1
42:24.6,43.0512,13.1023,9.3,2.3
49:06.7,42.8713,13.1333,8.6,2.4
49:29.8,43.1342,13.7812,31.2,2.6
56:54.6,42.8312,13.0827,6.8,2
58:30.9,42.867,13.0405,10.4,2.3
02:50.8,42.8223,13.0118,10.1,2
10:35.2,42.7912,13.1423,10.9,2
12:23.5,42.7905,13.2108,3.4,2.2
13:20.1,43.0568,13.0873,6.6,2.1
18:32.0,42.8003,13.0927,11.1,2.9
19:04.0,42.802,13.0943,11.1,2.6
24:24.3,42.8963,13.1613,9,2.3
24:49.7,42.9035,13.1548,5.8,2.1
26:27.3,42.8427,13.1927,13.3,2
35:00.5,42.8753,13.0413,10.8,2
36:57.8,42.96,13.1453,9.1,2.2
44:21.7,42.8158,13.136,10.8,2.2
47:59.0,42.8217,13.0138,9,2.4
50:08.1,42.9298,13.1505,10.5,2.5
58:28.9,43.01,13.0722,9.7,3
02:58.9,43.0087,13.0693,8.2,2.1
06:20.7,42.8097,13.1458,8.8,2.4
10:12.6,42.7927,13.1423,10.7,2.2
11:06.3,42.7777,13.2887,15.6,2.3
26:01.9,42.8455,13.0503,9.8,2.2
26:39.6,42.7352,13.1847,11.1,2.1
40:12.6,42.7802,13.1635,10.8,2.2
48:12.7,42.9563,13.1348,10.7,2.1
48:33.6,42.8713,13.1332,8.5,3.3
53:35.0,43.0003,13.0503,4.4,2
57:51.2,42.7903,13.0712,15,2
58:35.3,42.7353,13.1388,11.1,2
05:31.7,42.911,13.1998,8.3,2.1
05:56.7,42.7932,13.1485,10.1,2.3
18:47.4,42.9233,12.9845,10.9,2.2
41:19.7,42.7415,13.1745,12.1,2.4
41:54.7,42.6028,13.2343,13.6,2.5
08:56.2,42.9142,13.1538,8.9,2.3
13:57.4,42.8897,13.1688,9.1,2.5
14:49.5,42.6743,13.1838,13.9,2.4
20:08.6,42.9693,13.1193,9.2,2.1
22:06.6,42.6835,13.1838,14.2,2.2
23:10.3,42.873,13.1105,9.3,2
25:53.3,42.7253,13.2108,8.4,2
28:46.0,43.052,13.0893,9.4,2.2
30:10.2,42.7542,13.1843,10.9,2.5
35:13.3,42.9075,13.1102,10.3,2.2
42:01.5,42.8062,13.1438,9.9,2.1
49:50.8,42.8878,13.1893,10.5,2
52:43.8,42.8695,13.125,8.5,2
53:17.0,42.9882,13.0452,8,2.3
54:44.4,42.8157,13.179,17.4,2.1
08:45.6,42.9198,13.206,10.4,2.2
13:28.1,42.7553,13.18,8.1,2.1
15:08.8,42.7683,13.2593,10.1,2.2
17:03.4,42.9163,13.2097,8.3,2.3
19:36.2,42.9918,13.0462,7.6,2.2
22:34.4,42.8962,13.206,8.1,2
26:25.6,42.9277,13.0605,9.1,2.6
33:39.7,42.7017,13.2032,11.2,2.1
42:03.3,42.6768,13.1852,12,2.5
44:18.7,42.936,13.1535,8.8,2
47:35.1,42.8237,13.1358,10.7,2.1
52:01.1,42.8408,13.2268,12.9,2.2
56:12.6,42.7437,13.1148,9.9,2.2
57:52.3,42.9502,13.2088,7.2,2.9
59:27.1,43.0082,13.07,8.5,2.8
00:01.2,42.919,13.2168,9.9,2
13:36.5,42.8023,13.1678,13.8,2.2
24:30.1,42.6778,13.2032,10.3,2
31:31.4,42.9798,13.1348,7.8,3.2
36:19.0,42.9227,13.2043,7.7,2
46:49.0,42.9317,13.1137,10.1,2.6
54:14.9,42.8363,13.0618,11,2
57:48.7,42.8093,13.1683,9.4,2
15:26.9,42.9868,13.1328,8.6,3.1
15:51.2,42.7348,13.2027,8.5,2.8
20:13.2,42.9158,13.1518,7.6,2
30:45.0,42.9338,13.0507,10.9,2
33:13.2,42.7342,13.1947,7.7,2.6
52:34.3,42.6677,13.2137,12.6,2.9
57:59.5,42.9998,13.0558,8.4,2.5
06:23.6,43.0007,13.14,7.2,2.2
08:23.8,42.732,13.1425,10.6,2.1
12:48.0,42.8248,13.0463,16.5,2.2
24:00.3,42.9318,13.1348,10.6,2.1
38:01.6,42.7252,13.1868,9.8,2.1
54:15.6,43.011,13.1252,7.7,2
00:23.6,42.9333,13.0553,10.3,2.3
04:04.6,42.9992,13.1242,6.2,2
05:43.3,42.6413,13.2972,9.4,2.4
08:22.2,43.003,13.0448,9.2,2.1
12:40.1,43.0543,13.0865,6.7,2
35:31.6,42.6363,13.218,13,2.2
38:33.6,42.9187,13.0323,10.1,2.2
42:00.4,42.9795,13.0578,11,2.6
58:03.0,42.8163,13.1397,9.8,2.5
08:54.1,43.0567,13.0908,7.5,2.1
33:19.8,42.6218,13.3365,10,2
36:24.1,42.7838,13.0377,10.5,2.1
42:13.1,42.8717,13.1072,8.3,2.3
02:50.8,42.9043,13.1663,14.9,2.5
11:29.6,42.8243,13.1805,9.4,2
35:15.5,42.7957,13.1385,10.9,2
39:48.3,43.0163,13.1007,8.1,2.1
40:49.7,42.8985,13.1873,8.3,2.1
44:27.5,42.9127,13.0242,9.4,2
55:57.8,42.7773,13.1417,10.2,2.3
02:26.5,42.7793,13.0698,10.5,2.3
12:34.4,43.0138,13.1008,8.5,2.4
31:09.9,42.9967,13.1393,8.4,2.5
32:26.8,42.9087,13.2153,8.2,2.6
35:53.0,42.8482,13.2457,15.3,2.3
42:22.4,42.9887,13.0592,9.5,2.7
46:37.6,42.9292,13.0385,11,2
58:36.5,42.905,13.2087,8.6,2.7
03:26.6,42.8838,13.1702,7.4,2
10:56.2,43.0498,13.1002,7.5,2.5
12:43.5,42.7758,13.1963,8.9,2.9
14:05.4,42.9383,13.1683,14.4,2.6
17:27.2,42.8075,13.1288,10.4,2.5
23:28.6,43.0622,13.0723,9.6,2.2
25:52.5,42.9965,13.0563,8.5,2.2
29:53.0,43.0192,13.1032,9.2,2.4
48:49.2,42.904,13.2178,7.3,2.3
50:27.2,42.9428,13.1648,10.8,2.1
09:10.3,42.9015,13.1843,8.1,2.7
14:32.1,42.9517,13.1248,9.7,2
14:52.7,42.9452,13.1557,9,2.6
26:16.3,42.9977,13.0548,8.9,2
26:33.2,42.7228,13.2052,13.3,2.3
30:29.8,42.6962,13.292,10.6,2.3
35:00.5,42.9558,13.1348,9.3,2
54:10.9,42.7172,13.1175,15.1,2
02:30.0,42.7948,13.2282,12.8,2.1
07:13.0,42.7523,13.0873,12,2.2
09:44.3,42.7707,13.2118,9.6,2.4
25:59.3,42.6535,13.2008,10.7,2.3
45:21.1,42.7902,13.1348,10.5,3.4
48:21.2,42.7262,13.2892,12.6,2
58:19.5,42.7775,13.1717,10.1,2.8
13:29.8,42.7113,13.1627,13.2,2.3
22:21.6,42.7827,13.1612,10.7,2.1
42:06.3,42.8322,13.2317,13.3,3.1
48:14.7,42.8912,13.0407,10.9,2
49:10.4,42.7235,13.2012,11.1,2.1
53:22.6,42.854,13.0817,11.1,2
53:43.5,43.0033,13.1042,8.3,2.2
59:23.8,42.8038,13.136,10,2.3
06:16.3,42.7812,13.2073,10.4,2.4
12:21.5,42.6812,13.1495,13.3,2
28:44.5,42.8532,13.1347,9.1,2
46:24.3,42.9193,13.2233,8.6,2.3
03:12.2,43.056,13.0948,9.2,2.8
09:26.0,42.8833,13.1338,9.1,3
21:44.9,42.953,13.2127,8.8,2.8
25:39.2,42.8163,13.0568,10.7,2.3
30:43.2,43.0395,13.1132,7.9,2.2
46:00.1,42.7608,13.2052,9.6,2.6
48:47.7,43.044,13.1067,7.5,2.6
51:14.7,42.8965,13.1515,8.2,2.4
52:13.0,42.7715,13.1032,11.6,2.3
57:50.3,42.7807,13.188,10.1,2.4
00:08.5,42.9413,13.1735,9.7,2
06:31.0,42.7433,13.2543,10,2.3
11:29.0,42.7243,13.2145,10.1,2.2
14:22.7,42.6967,13.1833,10.7,2.4
19:46.8,42.9638,13.0977,9.5,2.1
20:56.5,42.8082,13.1432,10.3,3.1
36:02.9,42.6802,13.1697,25.2,2.1
38:35.3,42.8122,13.1922,13.1,2.1
39:44.9,42.9003,13.2173,7.7,2
40:16.9,42.7523,13.2267,10.6,2.3
43:24.6,42.6648,13.2213,11.6,2
50:40.8,42.8117,13.2675,15.8,2.2
51:23.6,42.6942,13.2407,13.8,2.2
51:48.6,42.7002,13.1528,12.4,2.4
00:01.4,43.043,13.0863,9.4,2.3
04:26.7,42.8292,13.3047,12,2.1
11:20.5,42.7367,13.1795,9.7,2.1
18:11.8,42.9257,13.203,8.6,2.2
27:44.2,42.8963,13.3577,14.4,2.1
33:00.3,42.9227,13.0193,1.6,2
57:34.9,42.8222,13.1067,14,2.2
09:13.1,42.8138,13.1137,11,2
12:13.4,42.8485,13.0577,10.2,2
22:58.4,42.787,13.1278,10.6,2.2
42:49.2,42.9497,13.0552,12.4,3
48:29.0,42.7005,13.2777,12.6,2
55:28.6,42.611,13.2813,10.8,2.5
20:24.0,42.8678,13.0965,10.5,2
46:33.2,43.0618,13.0652,9.2,3
47:29.3,43.0618,13.0978,8.8,2
48:08.2,42.9153,13.1917,8.8,2.3
51:58.0,42.911,13.1463,7,2.4
03:05.2,42.7595,13.0427,9.9,2.2
03:26.2,42.5877,13.3327,9.8,2.1
05:15.7,42.9393,13.1767,10.1,2.1
10:19.7,43.0642,13.0708,9.9,2
16:58.0,42.9283,13.1328,10.3,2.6
26:00.1,42.8773,13.037,9.5,2
27:54.7,42.722,13.2852,9.8,2.2
31:13.7,42.6987,13.1973,11,2
42:13.5,42.8068,13.1787,10.5,2.2
58:18.2,42.6882,13.2547,11.8,2.3
58:48.4,42.9913,13.1478,8.5,2.2
01:00.9,42.7972,13.2118,9.6,2.7
03:13.5,42.7992,13.216,9.6,2.4
04:02.2,42.8333,13.0313,9.6,2.3
04:34.2,42.5647,13.2842,11.6,2.1
07:08.6,42.9545,13.1352,9,2.3
